,Companies,ESG Risk Score,ESG Risk Rating,Opportunities in Clean Tech Sentiment Score,Carbon Emissions Sentiment Score,Water Stress Sentiment Score,Electronic Waste Sentiment Score,Toxic Emissions & Waste Sentiment Score,Human Capital Development Sentiment Score,Privacy and Data Security Sentiment Score,Labor Management Sentiment Score,Governance Sentiment Score,Ticker,Market Capitalisation,Page Count,Sentence Count,Word Count
99,Esi Group,20.0,Low ESG Risk,0.5559812499999999,0.35760877192982454,0.0193,-0.05006111111111111,-0.39175,0.7000272727272726,0.4584333333333333,0.489675,0.4603220779220779,ESI,0.0023037433203539825,0.07584269662921349,0.09498446515756769,0.09228601848966449
100,Esker,20.1,Medium ESG Risk,0.5695593749999999,0.3079047619047618,0.0,-0.26735999999999993,-0.9186,0.6543967741935484,0.4285656488549617,0.46777088607594935,0.3889869047619047,ALESK,0.00048096834690265484,0.16853932584269662,0.10940967598757212,0.12285758803365535
101,Etsy Inc,22.3,Medium ESG Risk,0.68765,0.41871999999999987,0.0,0.05259999999999998,0.0,0.44178333333333336,0.561525,0.6660333333333334,0.76352,ETSY,0.006798513614159292,0.47191011235955055,0.014203284509542832,0.06987509089020463
102,Everi Holdings Inc,25.1,Medium ESG Risk,0.49269999999999997,0.6030454545454546,0.599388888888889,0.5708000000000001,0.0,0.6567764705882354,0.3899649122807015,0.477604207920792,0.47773323485967517,EVRI,0.0007927523681415929,0.7078651685393258,0.5443852640923214,0.6740417575568713
103,Evertec Inc,20.3,Medium ESG Risk,0.49678000000000017,0.5559749999999999,-0.04518571428571429,0.038775000000000004,0.0,0.5704666666666667,0.4536125,0.34052608695652176,0.28812,EVTC,0.0012858542442477877,0.05337078651685393,0.0361739902352419,0.03740131920639867
104,Exasol,22.9,Medium ESG Risk,0.2732,0.4617730769230769,0.0,0.0,0.0,0.0,0.16375,0.45652499999999996,0.32439999999999997,EXL,0.0021396978407079645,0.028089887640449437,0.007323568575233023,0.005881894671237145
105,"ExlService Holdings, Inc",17.4,Low ESG Risk,0.6359144578313256,0.3608820312500002,0.3717393939393938,0.11034615384615387,0.014379999999999993,0.6488659999999993,0.45734127906976785,0.5349544871794867,0.6514197260273975,EXLS,0.0021396978407079645,0.34831460674157305,0.17998224589436307,0.16589409992728785
106,Expedia Group Inc,25.4,Medium ESG Risk,0.5035727272727273,0.268961224489796,0.49318461538461533,0.11673,0.0,-0.04963636363636364,0.5956036363636362,0.12262941176470588,0.4466041666666665,EXPE,0.012541642987610619,0.12078651685393259,0.05969818020417222,0.05114521657837332
107,F-Secure,21.5,Medium ESG Risk,0.6642568181818181,0.482825925925926,0.33558571428571426,0.21012352941176468,0.0,0.5515243902439024,0.5073596059113302,0.33020071428571435,0.3501354304635761,FSC1V,0.00041186031902654867,0.23876404494382023,0.19573901464713714,0.19212890827879922
108,"F5, Inc",19.2,Low ESG Risk,0.51,0.31245,-0.07269999999999999,0.46275,0.26733333333333337,0.2929833333333333,0.24930400000000003,0.4247714285714285,0.5422,FFIV,0.005749165989380531,0.07584269662921349,0.020639147802929428,0.020190609743429937
109,FactSet Research Systems Inc,20.3,Medium ESG Risk,0.5616,0.0,0.0,0.0,0.0,0.2858818181818182,0.4645611111111112,0.46368,0.39971935483870974,FDS,0.007454730874336284,0.06179775280898876,0.029516200621393696,0.02644904954814584
110,Fair Isaac Corp,20.0,Medium ESG Risk,0.49376363636363635,0.0,0.0,0.0,0.0,0.5873295454545454,0.46136285714285713,0.4841530864197529,0.5104244186046504,FICO,0.0048975405309734515,0.21348314606741572,0.1742121615623613,0.18443570167237977
111,FD Technologies,24.5,Medium ESG Risk,0.4580076923076921,0.029766666666666667,-0.2502,0.3167117647058824,0.0,0.45400437956204376,0.4050331428571429,0.30272488262910835,0.4107716627634661,FDP,0.0005556783575221239,0.351123595505618,0.32068353306702174,0.33896203386309337
112,Fidelity National Information Services Inc,18.2,Low ESG Risk,0.5912333333333333,0.5379466666666666,0.36214285714285716,0.07417142857142858,0.0,0.4607830188679246,0.3401418300653593,0.3203311475409837,0.3941044444444442,FIS,0.027385740007079645,0.22752808988764045,0.20750110963160232,0.19469331048093902
113,Fiserv Inc,18.3,Low ESG Risk,0.66096,0.7506,0.0,0.0,0.0,0.878925,0.9595,0.8630000000000001,0.7017588235294115,FISV,0.02893319612035398,0.042134831460674156,0.014869063470927653,0.014931962189674873
114,Fiverr International Ltd,22.8,Medium ESG Risk,0.60863125,0.5830107692307693,-0.18993333333333332,0.1366,0.0,0.29161666666666664,0.45012988505747115,0.47872727272727283,0.6630838709677418,FVRR,0.0011208431008849558,0.09831460674157304,0.061917443408788284,0.05419653059104602
115,"FLEETCOR Technologies, Inc",17.8,Low ESG Risk,0.6205904761904761,0.55825,0.4202333333333333,-0.10080000000000003,0.0,0.5972888888888889,0.4181398058252427,0.4622727272727273,0.45104315789473687,FLT,0.008604056693805309,0.11235955056179775,0.06435863293386596,0.05957852913680274
116,Focus Home Interactive,18.9,Low ESG Risk,0.21691875,0.12685471698113207,0.5244,0.10006666666666664,0.22581666666666664,0.5139981132075471,0.37265132743362833,0.3092589743589743,0.3261831223628693,ALFOC,0.00012385657234513276,0.34831460674157305,0.2625388371060808,0.2824932481562273
117,"Forrester Research, Inc",24.0,Medium ESG Risk,0.4215,0.3844578947368421,0.0,0.0,0.0,0.0,0.437375,0.9778,0.27116153846153845,FORR,0.0004845577061946903,0.02247191011235955,0.010208610741233911,0.00856315570790485
118,Fortinet Inc,19.3,Low ESG Risk,0.36951111111111107,0.0,0.0,0.0,0.0,0.44009,0.4950471428571431,0.5138222222222222,0.4338999999999999,FTNT,0.02405963214159292,0.033707865168539325,0.023968042609853527,0.018723382154357537
119,"FriendTimes, Inc",25.4,Medium ESG Risk,0.4485949999999999,0.26210566037735855,0.0807608695652174,0.009355813953488373,-0.30729090909090906,0.4677529411764704,0.36339583333333336,0.3566922374429226,0.38301577464788705,6820,0.0001565212953982301,0.44662921348314605,0.2789613848202397,0.3371831827152799
120,Fujitsu Ltd,14.3,Low ESG Risk,0.4454498269896192,0.21424606741573016,0.06952272727272728,-0.12408354430379749,0.217176,0.37810341880341874,0.3892120521172638,0.38958896103896073,0.3806780876494022,6702,0.013296713351769912,0.5561797752808989,0.3843763870395029,0.41674457255635194
121,G5 Entertainment,20.1,Medium ESG Risk,0.5670156250000001,0.0,0.38854,0.4836,0.0,0.21894137931034485,0.2906169811320754,0.27676696428571435,0.3122641791044775,G5EN,8.83109621238938e-05,0.18258426966292135,0.19951176209498447,0.2518697413524462
122,Gaming Innovation Group Inc,15.5,Low ESG Risk,0.6206199999999998,0.49038181818181825,0.2732,0.4588,0.0,0.7367142857142859,0.6715633333333333,0.6763449999999999,0.5959444444444444,GIG.OL,0.00011365621526548672,0.05898876404494382,0.03151353750554816,0.035479640594162254
123,Genpact Ltd,19.1,Low ESG Risk,0.4877333333333332,0.4131647887323942,0.21644864864864868,0.0289304347826087,0.6204363636363636,0.5208425531914893,0.4710783333333333,0.47859659090909096,0.4698061538461537,G,0.0035322542442477877,0.2050561797752809,0.0983133599644918,0.1231432429625013
124,GFT Technologies,24.6,Medium ESG Risk,0.4821727272727273,0.09106666666666668,0.0,0.045533333333333335,0.0,0.58854,0.09291515151515152,0.19366428571428568,0.3188344827586207,GFT,1.942407079646018e-06,0.07584269662921349,0.03395472703062583,0.031240261763789343
125,Global Dominion Access,22.1,Medium ESG Risk,0.6135254545454544,0.31326949152542366,0.2786666666666667,-0.27693793103448267,0.0,0.51165,0.3266830508474577,0.3602624999999999,0.249553125,DOM,0.0314441075539823,0.351123595505618,0.13448735019973368,0.12851874935078425
126,Global Payments Inc,19.2,Low ESG Risk,0.5474736111111109,0.38293999999999984,0.2723625,-0.04561764705882352,0.0,0.4777199999999999,0.5039514792899407,0.38774999999999993,0.49263174603174603,GPN,0.016777647348672566,0.21348314606741572,0.14647137150466044,0.13397865378622623
127,Globant,18.6,Low ESG Risk,0.41362295081967204,0.1692131147540983,0.6958000000000001,0.0860375,0.0,0.5006833333333333,0.4157246153846155,0.44878813559322034,0.4660151162790696,GLOB,0.0045086656566371685,0.1853932584269663,0.09276520195295163,0.0999402721512413
128,Glodon Co,21.4,Medium ESG Risk,0.636903448275862,0.5237222222222221,0.28752500000000003,-0.03323333333333335,-0.8807,0.6445000000000001,0.5876913043478261,0.5347435643564354,0.5775009900990097,2410,0.004213244071681416,0.11235955056179775,0.09742565468264536,0.10324478030539108
129,GMO Payment Gateway Inc,22.3,Medium ESG Risk,0.5433933333333335,0.7269,0.13396666666666665,0.0,0.0,0.5122,0.2748225000000001,0.38770657894736843,0.4223484848484847,3769,0.0032769395632743364,0.047752808988764044,0.054815801154016866,0.057630881894671235
130,GoDaddy Inc,23.4,Medium ESG Risk,0.50659,0.3268384615384615,0.0722,0.2762,0.0,0.6134499999999999,0.29815121951219503,0.3463375000000001,0.4763061728395063,GDDY,0.006144401897345133,0.2050561797752809,0.08011540168664004,0.06937519476472422
131,Gofore,19.6,Low ESG Risk,0.7202166666666666,0.21262999999999999,0.255825,0.22649999999999998,0.0,0.47029565217391317,0.47583970588235297,0.4674,0.3588693181818183,GOFORE,0.00017364562221238938,0.056179775280898875,0.07390146471371505,0.0600459644749143
132,GPI,20.2,Medium ESG Risk,0.6459202380952378,0.3150820895522388,0.23953275862068957,0.32157600000000003,-0.1151,0.46801481481481483,0.5832315789473685,0.5356691588785045,0.5592596858638744,CPI,1.447673982300885e-05,0.3146067415730337,0.12561029738126941,0.1610639347668017
133,Happiest Minds Technologies Ltd,22.6,Medium ESG Risk,0.7149599999999999,0.0,0.5288999999999999,0.8345333333333333,0.0,0.7682636363636365,0.43447826086956515,0.7401099999999999,0.543236,HAPPSTMNDS,0.0009809394920353982,0.11235955056179775,0.04904571682201509,0.059546068349433885
134,HCL Technologies Ltd,16.6,Low ESG Risk,0.5544953124999997,0.3882320895522387,0.43495357142857133,-0.07007142857142856,0.1686,0.35944677419354826,0.5126357541899444,0.49383387096774195,0.5044585635359116,HCLTECH,0.01863936340221239,0.13764044943820225,0.20128717265867732,0.18453308403448634
135,Hi Sun Technology Ltd,25.7,Medium ESG Risk,0.558953846153846,0.4150416666666665,0.22844285714285714,-0.12367368421052632,-0.24185294117647055,0.03836666666666669,0.3794026785714287,0.42163736263736273,0.34270449438202244,818,0.00015535613761061948,0.16853932584269662,0.0723479804704838,0.0866183650150618
136,Hinduja Global Solutions Ltd,24.8,Medium ESG Risk,0.4990231707317074,0.35568181818181815,0.7265222222222222,0.30419375,0.0,0.4808131455399062,0.3343820105820108,0.252484699453552,0.3436632063074902,HGS,0.00027513339407079644,0.7528089887640449,0.6711051930758988,0.6538771164433365
137,home24,26.4,Medium ESG Risk,0.44129024390243904,0.14039999999999997,0.0,0.2711428571428572,0.013433333333333334,0.39326093750000013,0.25186894409937877,0.2272634408602151,0.30179522184300345,H24,9.837109694690265e-05,0.3595505617977528,0.3362183754993342,0.3024826010179703
138,HubSpot Inc,16.6,Low ESG Risk,0.4368333333333333,0.4781523809523809,0.0,0.4452,0.0,0.3589,0.5325777777777778,0.5471166666666667,0.6336250000000001,HUBS,0.00957470991858407,0.047752808988764044,0.02374611628939192,0.020768411758595617
139,Hyundai Autoever Corp,21.4,Medium ESG Risk,0.5679852713178295,0.3062817708333331,-0.15222962962962963,0.18465806451612904,0.5380999999999999,0.25321875000000005,0.39421569767441866,0.4438494736842104,0.4268665198237886,307950,0.0012796562491150442,0.30337078651685395,0.21615623612960497,0.26215981094837437
140,IAC Interactive Corp,27.6,Medium ESG Risk,0.8066444444444445,0.45719999999999994,0.9468,0.30679999999999996,0.0,0.8763625,0.48931800000000003,0.37038400000000005,0.4552509433962264,IAC,0.004025826095575221,0.08426966292134831,0.03550821127385708,0.04426352965617534
141,IAR Systems Group,20.8,Medium ESG Risk,0.0,0.0,0.0,0.0,0.0,0.0,0.4303666666666667,0.1427875,0.21144363636363636,IAR-B,8.499836752212389e-05,0.014044943820224719,0.022858411007545494,0.020729458813752988
142,Ideagen,25.1,Medium ESG Risk,0.6697,0.25564,0.0,0.07856666666666666,0.0,0.68345,0.7356999999999999,0.4906615384615384,0.5607666666666666,IDEA,2.6407300884955754e-07,0.033707865168539325,0.011984021304926764,0.011906616806897268
143,"Ideanomics, Inc",25.6,Medium ESG Risk,0.37479000000000007,0.09609421487603316,-0.3906222222222222,0.26431034482758625,-0.2732,0.5465333333333333,0.3488113924050632,0.1810741935483871,0.26152765957446805,IDEX,0.0002111620814159292,0.12921348314606743,0.07123834886817576,0.057936013295938504
144,Iflytek Co Ltd,21.5,Medium ESG Risk,0.539148,-0.047366666666666724,-0.3144571428571429,-0.18645,0.0,0.5986444444444443,0.4749669724770644,0.5018859649122809,0.4205608695652175,2230,0.007357101347787611,0.06460674157303371,0.07767421216156237,0.05831905058689103
145,IGG Inc,16.9,Low ESG Risk,0.3458136363636364,0.19481730769230768,-0.3531714285714286,0.29973500000000003,-0.8402,0.4574136904761904,0.3798111111111113,0.2564047120418848,0.373832727272727,799,0.00022768493743362833,0.5561797752808989,0.29449622725255215,0.3453568089747585
146,Imdex Ltd,16.2,Low ESG Risk,0.5834228571428574,0.31160000000000004,0.506746153846154,0.45725999999999994,0.992,0.43491250000000004,0.36674137931034473,0.45793333333333347,0.337959756097561,IMD,2.9164601769911506e-08,0.2247191011235955,0.08632933865956502,0.10465357847719954
147,IndiaMART InterMESH Ltd,25.0,Medium ESG Risk,0.5821761194029853,0.7226666666666667,0.6968000000000001,0.4253666666666667,0.7269,0.441627830188679,0.3475734463276837,0.2886034013605441,0.3445412517780942,INDIAMART,0.0009048226265486725,0.6179775280898876,0.533288948069241,0.5544886776773658
148,Indra Sistemas,15.4,Low ESG Risk,0.5610430379746837,0.360892929292929,0.2762,0.07025757575757578,-0.29587500000000005,0.36246323529411767,0.32973157894736826,0.26143478260869546,0.30038708791208774,IDR,5.009124955752213e-05,0.3651685393258427,0.2667554371948513,0.3122792666458918
149,Info Edge India Ltd,20.2,Medium ESG Risk,0.5485184615384615,0.44,0.4431363636363636,0.3568485714285714,0.0,0.3961067340067341,0.29567601626016227,0.2503312080536914,0.3473932471264373,NAUKRI,0.003646655518141593,0.7528089887640449,0.6768752774079005,0.6498195180222291
150,Infomedia Ltd,18.9,Low ESG Risk,0.34168275862068964,-0.4019,0.0,0.547075,0.0,0.48365,0.39640285714285717,0.3755597014925373,0.3786336032388662,IFM,8.346106194690265e-08,0.2696629213483146,0.2035064358632934,0.21408538485509504
151,"Information Services International-Dentsu, Ltd",19.7,Low ESG Risk,0.5528115384615385,0.33759210526315797,-0.028160000000000008,0.246175,0.0,0.4574194805194806,0.4419903448275861,0.40139230769230755,0.5073128078817734,4812,0.0009105156730088496,0.1853932584269663,0.2507767421216156,0.21062506492157473
152,Infosys Ltd,15.4,Low ESG Risk,0.5524360824742266,0.3893178947368422,0.184137037037037,0.09895135135135136,0.32130000000000003,0.39963428571428555,0.47113499999999964,0.4948181818181816,0.4355523809523809,INFY,0.04423416116106195,0.13202247191011235,0.11895250776742122,0.11437233821543576
153,Inke Ltd,28.8,Medium ESG Risk,0.34541136363636366,-0.15824999999999997,0.3203714285714286,0.18782857142857143,0.0,0.48129310344827575,0.28886826923076925,0.34731084905660375,0.35101296758104683,3700,0.00017806654415929203,0.4859550561797753,0.28140257434531735,0.3091760153734289
154,Integrated Research Ltd,20.6,Medium ESG Risk,0.35759444444444444,0.86365,0.0,0.6711,0.0,0.44065,0.324058695652174,0.29419918032786874,0.3577737541528235,IRI,0.0022733645026548673,0.2696629213483146,0.1679982245894363,0.17689181468785706
155,InterDigital Inc,18.6,Low ESG Risk,0.61115,0.5926600000000001,0.1779,0.836,0.0,0.6495749999999999,0.4797076923076924,0.3455473684210526,0.49796969696969684,IDCC,0.0008415306761061947,0.06741573033707865,0.02729693741677763,0.02741638101173782
156,International Business Machines Corp,14.8,Low ESG Risk,0.5374348214285712,0.33988515625,0.1777111111111111,0.18525454545454545,-0.15167999999999998,0.4652323529411765,0.4737351955307261,0.3872125,0.48513695652173877,IBM,0.05088495575221239,0.1348314606741573,0.12316910785619174,0.10818531214293134
157,Intuit Inc,16.2,Low ESG Risk,0.5492285714285713,0.42463414634146335,-0.14624,0.06665384615384615,0.0,0.39957714285714285,0.4081234375,0.3886711864406779,0.45279207317073156,INTU,0.061946902654867256,0.16573033707865167,0.12450066577896138,0.11846239742391192
158,IRESS Ltd,17.1,Low ESG Risk,0.4456968253968255,0.23001764705882358,0.2699666666666667,0.06983571428571426,0.0,0.29480714285714277,0.37435892857142855,0.19232758620689658,0.39872054794520545,IRE,0.00032873226194690263,0.1404494382022472,0.1054150022192632,0.08954632803573283
159,ITOCHU Techno-Solutions Corp,17.5,Low ESG Risk,0.48820584415584434,0.36575462962962957,0.25166950672645744,0.0023008771929824657,-0.005956363636363636,0.3007267515923564,0.3711286184210524,0.37673682373472933,0.3719561247216036,4739,0.0026741684092920354,0.5168539325842697,0.6662228140257435,0.6835982133582632
160,IVU Traffic Technologies,21.5,Medium ESG Risk,0.43924074074074076,0.2463892857142857,0.0,0.009518750000000013,0.0,0.3238666666666667,0.30268571428571434,0.24428260869565224,0.16282631578947368,IVU,0.00017450462300884956,0.07865168539325842,0.04904571682201509,0.03777137218240366
161,Izertis,24.9,Medium ESG Risk,0.4627894736842105,-0.029485714285714282,0.0,0.0,0.0,0.4183857142857143,0.31203913043478254,0.3128333333333334,0.34395625,IZER,9.208502305309734e-05,0.10955056179775281,0.06391478029294274,0.06080554689934559
162,Jack Henry & Associates Inc,16.2,Low ESG Risk,0.6745428571428571,0.35066363636363646,0.38305000000000006,0.05305,0.0,0.6579923076923075,0.38385660377358494,0.5326474999999999,0.5187846153846153,JKHY,0.006563594874336283,0.0898876404494382,0.07323568575233022,0.06137036459956373
163,"Joy Spreader Group, Inc",27.3,Medium ESG Risk,0.4882450980392158,-0.08152857142857142,0.3165375,0.35895142857142864,-0.24535999999999997,0.4868786666666665,0.3839746835443038,0.25653913043478255,0.39023086124401907,6988,0.004597284696017699,0.4747191011235955,0.3051486906347093,0.337722031785603
164,JoyCity Corp,21.5,Medium ESG Risk,0.7328195121951221,0.3150166666666667,0.14988636363636368,0.04958260869565222,-0.35,0.04931428571428574,0.6407387096774193,0.6881361445783133,0.6091923076923079,67000,3.5603264663716816e-05,0.09269662921348315,0.052374611628939194,0.05876700945258128
165,Just Dial Ltd,25.2,Medium ESG Risk,0.5220925373134329,0.1531,0.4303,0.3393478260869565,0.0,0.45168814814814795,0.2962090361445784,0.34210412844036703,0.3644503676470583,JUSTDIAL,0.0003963293438938053,0.5842696629213483,0.4891256102973813,0.5364924171600707
166,Just Eat Takeaway,25.7,Medium ESG Risk,0.3551641025641025,0.24808879310344825,0.0,0.28901379310344827,-0.0772,0.40545157232704404,0.22397093023255815,0.24519593749999996,0.243246013986014,TKWY,0.0035003137836283186,0.7696629213483146,0.5712383488681758,0.5345707385478342
167,Kahoot!,22.7,Medium ESG Risk,0.37394000000000005,0.5720000000000001,0.0,0.4971,0.0,0.39922258064516136,0.31856969696969706,0.24523484848484856,0.2685268115942028,KHOTF,0.0006244250619469026,0.23595505617977527,0.1311584553928096,0.1054196530591046
168,Kainos Group,14.8,Low ESG Risk,0.4895119047619049,0.20029423076923075,0.0,0.46504444444444437,0.0,0.39920178571428583,0.23717163120567372,0.32286210526315795,0.38769809069212435,KNOS,1.4585663716814159e-07,0.38202247191011235,0.35019973368841545,0.3409746026799626
169,Kakaku Inc,25.5,Medium ESG Risk,0.6819000000000001,0.9186,0.0,0.0,0.0,0.6007666666666668,0.7724166666666666,0.8215499999999999,0.6250149999999999,2371,0.009611697355309734,0.028089887640449437,0.026409232134931203,0.03057156954399086
170,Kalera,24.8,Medium ESG Risk,0.61665,0.6216391304347827,0.36249444444444445,0.6464333333333333,0.5446571428571428,0.3768559999999999,0.5882513513513512,0.5783883333333332,0.5209590909090909,KSLLF,5.372827610619469e-05,0.2247191011235955,0.06635596981802042,0.12418198815830477
171,Kanematsu Electronics Ltd,23.3,Medium ESG Risk,0.5639416666666668,0.3159206896551725,0.2023,0.425838888888889,0.3456117647058824,0.42130440528634355,0.37845322580645135,0.3182267379679144,0.33632984126984095,8096,0.00039917212163716816,0.3539325842696629,0.3129161118508655,0.3726887919393373
172,Kape Technologies,31.4,High ESG Risk,0.4839423076923076,0.55635,0.0,0.65144,0.0,0.5014317073170732,0.5305659999999996,0.3572648648648648,0.37536883561643797,KAPE,0.0007645478663716814,0.24719101123595505,0.19485130936529071,0.22396644853017555
173,"KE Holdings, Inc",25.8,Medium ESG Risk,0.5561280000000001,0.3440660377358491,0.25165,0.027595652173913066,-0.52176,0.5932499999999999,0.5856431952662725,0.49047499999999983,0.317806896551724,BEKE,0.009622584184070797,0.15168539325842698,0.11340434975588105,0.10280331359717461
174,Keywords Studios,26.2,Medium ESG Risk,0.5071634615384615,0.3498257142857143,0.0,0.36013076923076925,0.0,0.45336521739130425,0.4112273381294965,0.42298654708520184,0.5026805225653204,KWS,0.0010698219725663717,0.4157303370786517,0.38615179760319573,0.4144723174405318
175,Kinaxis Inc,12.4,Low ESG Risk,0.4853928571428572,0.27682142857142855,0.0,0.06130909090909091,0.0,0.4937615384615385,0.4189208695652171,0.2938692307692309,0.4021312499999999,KXS,0.001639013607079646,0.10393258426966293,0.05969818020417222,0.057410148540563
176,Kingdee International Software Group Co Ltd,18.5,Low ESG Risk,0.5464906249999999,0.16587073170731706,-0.021581818181818178,-0.013996874999999995,0.0,0.5425250000000001,0.5979766169154231,0.5291508875739642,0.5578850574712645,268,0.0032509687716814157,0.3455056179775281,0.2967154904571682,0.3850433676119248
177,Kingsoft Corp Ltd,24.3,Medium ESG Risk,0.49702499999999994,0.3090851851851852,-0.16463333333333333,0.4472516129032259,-0.6383,0.5630518518518519,0.39729230769230794,0.3646236245954692,0.45680828313253,3888,0.0018104000694690267,0.5926966292134831,0.40390590324012426,0.49304040718811676
178,KPIT Technologies Ltd,20.5,Medium ESG Risk,0.595098701298701,0.3417,0.4668333333333334,-0.021838297872340397,-0.2495666666666667,0.3575642857142857,0.44439347826086956,0.36443,0.36538297872340414,KPITTECH,0.0009835189871681416,0.15730337078651685,0.12250332889480692,0.09573335410823725
179,Kps,27.4,Medium ESG Risk,0.34403888888888895,0.16140625000000003,0.0,0.4759,0.0,0.62866,0.4243411764705883,0.25,0.4352392857142857,KPS,6.248725663716814e-05,0.042134831460674156,0.039502885042166,0.029545808663134932
180,Kuaishou Technology,24.1,Medium ESG Risk,0.5978126760563378,0.4908030303030303,0.27641818181818184,-0.052655555555555546,-0.26696,0.19370769230769233,0.5575443514644349,0.4864336538461537,0.5495525641025641,1024,0.01686224762876106,0.21067415730337077,0.12649800266311584,0.13640022852394307
181,Kunlun Tech Co Ltd,17.6,Low ESG Risk,0.6808548076923077,0.5273669421487602,0.3019326923076923,0.06633000000000003,-0.005138888888888927,0.65955,0.49445851063829804,0.5421072847682121,0.4059215384615385,300418,0.0013679165628318584,0.23876404494382023,0.10785619174434088,0.13793886984522696
182,L&T Technology Services Ltd,20.8,Medium ESG Risk,0.4570227272727271,-0.3920571428571428,0.3692923076923077,0.19958800000000004,-0.4215,0.45965,0.38036875000000003,0.4439727272727273,0.5758000000000001,LTTS,3.028716814159292e-06,0.11797752808988764,0.09631602308033733,0.08728056507738652
183,Leidos Holdings Inc,14.1,Low ESG Risk,0.618484756097561,0.2993057291666666,0.03200000000000002,0.11252439024390244,-0.06361176470588235,0.45400363636363633,0.30954663865546217,0.4137220338983051,0.3638602803738316,LDOS,0.006519681585840708,0.24719101123595505,0.2603195739014647,0.21633167134102005
184,Leo Group Co Ltd,32.8,High ESG Risk,0.48182985074626866,0.04527719298245614,0.10300754716981134,-0.08534528301886794,-0.0939730769230769,0.3611384615384615,0.33803333333333335,0.40995068493150694,0.3527947368421053,002131.SZ,0.0009708278336283186,0.2640449438202247,0.08655126498002663,0.08262568816869222
185,"Life360, Inc",19.3,Low ESG Risk,0.48099310344827595,0.5208666666666667,0.0,0.34735,0.0,0.371984,0.3813046875,0.3641592105263157,0.34128043478260883,360.AX,0.00032979820991150443,0.20224719101123595,0.14203284509542832,0.13952944842630102
186,Lime Technologies,24.1,Medium ESG Risk,0.5474041666666667,0.2421733333333333,0.2899,0.28681999999999996,0.0,0.6552666666666667,0.5199166666666667,0.5392742857142856,0.5062069767441859,LIME.ST,0.00018342869486725664,0.047752808988764044,0.03706169551708833,0.03203230497558949
187,Link Administration Holdings Ltd,18.2,Low ESG Risk,0.530553846153846,0.3324432989690721,0.018490909090909093,0.29896296296296293,0.0,0.4638973821989528,0.3486882352941175,0.32488324873096447,0.4469120857699807,LNK.AX,0.0008665993092920354,0.5730337078651685,0.39214380825565914,0.40411083411239224
188,LINK Mobility Group Holding,24.7,Medium ESG Risk,0.5673193548387095,0.42896,0.0769,0.30787777777777786,0.0,0.5354314285714286,0.41756515151515156,0.2977791366906475,0.35006979865771803,LINK.OL,0.00023784055964601767,0.16292134831460675,0.19995561473590767,0.19112911602783836
189,"Liquidity Services, Inc",24.3,Medium ESG Risk,0.3030625,0.0,0.0,0.17055000000000003,0.0,0.76618,0.4909689655172413,0.5553947368421053,0.5115,LQDT,0.000270986392920354,0.08146067415730338,0.038837106080781184,0.037816817284720056
190,Logicom Public Ltd,22.6,Medium ESG Risk,0.5325344827586207,0.6774,0.0,-0.14105,0.0,0.37859666666666664,0.38567333333333337,0.33917857142857144,0.3299129629629629,LOG,0.0031176966796460175,0.21348314606741572,0.10252996005326231,0.10334865482497144
191,"Lyft, Inc",24.2,Medium ESG Risk,0.5196249999999999,0.23604518518518502,0.6097250000000001,0.34413043478260874,0.3612,0.4630555555555555,0.3640949640287769,0.4166203125000001,0.3574117021276594,LYFT,0.005337857359292035,0.34269662921348315,0.19374167776298268,0.1709255219694609
192,Mango Excellent Media Co Ltd,31.6,High ESG Risk,0.7265051282051282,-0.08895,0.0,0.22983703703703703,0.0,0.4198452229299363,0.2638952830188679,0.3572325153374234,0.3741387453874537,300413.SZ,0.003982112203539823,0.7134831460674157,0.31380381713271194,0.3608730653370728
193,"Manhattan Associates, Inc",19.9,Low ESG Risk,0.39509047619047616,0.103475,0.0,0.03899999999999998,0.0,0.39706323529411763,0.23625462184873955,0.2941266666666666,0.22033632286995514,MANH,0.0038264474053097343,0.23595505617977527,0.2687527740790058,0.2556676534746027
194,ManTech International Corp,22.0,Medium ESG Risk,0.5749647058823528,0.4664238095238095,0.7351,-0.10493333333333336,0.0,0.49834000000000006,0.4773944444444445,0.3207249999999999,0.4181260869565217,MANT,0.0015434482407079646,0.07303370786516854,0.03595206391478029,0.028474602679962605
195,Maoyan Entertainment,28.1,Medium ESG Risk,0.3896903225806453,0.2386541666666667,0.20431818181818182,0.49598684210526306,0.0,0.48112764976958516,0.47171757575757584,0.3749536679536682,0.44075224215246656,1896.HK,0.000393601002920354,0.6601123595505618,0.3524189968930315,0.42426249091097956
196,Marvelous Inc,17.3,Low ESG Risk,0.8519,0.0,0.0,0.0,0.0,0.7906,0.605175,0.6618461538461538,0.78345625,7844.T,0.00016670021446902654,0.03932584269662921,0.011318242343541944,0.01222473252311208
197,Mastek Ltd,21.8,Medium ESG Risk,0.4896442953020132,0.4417952380952381,0.28810625,0.23897916666666666,0.8519,0.5045353846153846,0.36504048582995946,0.33951220930232534,0.3850486284289283,MASTEK.BO,0.00045528934380530974,1.0,0.7931646693297825,0.8224979225096084
198,"Mastercard, Inc",17.2,Low ESG Risk,0.4633511904761904,0.22533187499999996,-0.8807,-0.21562,0.0,0.444264705882353,0.4746820717131472,0.31928834951456314,0.410225,MA,0.15221238938053097,0.19662921348314608,0.15534842432312473,0.1335956164952737
